Date,Current,High,Low,Volume,Trade,Total
2017-04-06,2152.75,2153.83,2143.3,510164,4204111,1396629200
2017-04-07,2151.73,2155.7,2142.51,408457,4143351,1395556937
2017-04-10,2133.32,2148.83,2128.35,512917,4050059,1384038381
2017-04-11,2123.85,2136.55,2117.82,489309,4209404,1378255108
2017-04-12,2128.91,2129.82,2122.94,427358,3970631,1381534908
2017-04-13,2148.61,2148.61,2125.87,357583,4396072,1394108754
2017-04-14,2134.88,2141.61,2127.8,383688,3408417,1385279447
2017-04-17,2145.76,2150.7,2138.7,259304,3750130,1392064303
2017-04-18,2148.46,2155.36,2139.31,291399,3971075,1393614544
2017-04-19,2138.4,2148.03,2133.82,344221,4892976,1386926683
2017-04-20,2149.15,2150.43,2134.05,268316,5132502,1393644196
2017-04-21,2165.04,2169.46,2156.64,281540,4837703,1401852010
2017-04-24,2173.74,2177.89,2166.83,374714,4402841,1407333069
2017-04-25,2196.85,2196.85,2174.11,275897,5106632,1422832247
2017-04-26,2207.84,2210.61,2200.73,397526,5509195,1430107693
2017-04-27,2209.46,2211.59,2199.76,386107,6551274,1432679121
2017-04-28,2205.44,2217.04,2202.2,268642,5842676,1430873638
2017-05-02,2219.67,2229.74,2212.87,295140,4826500,1441151796
2017-05-04,2241.24,2241.24,2224.91,261919,4790759,1454577899
2017-05-08,2292.76,2292.76,2244.23,281761,6795938,1487320271
2017-05-10,2270.12,2323.22,2264.31,422888,9383779,1476220933
2017-05-11,2296.37,2297.67,2271.66,463460,7895479,1495130967
2017-05-12,2286.02,2296.51,2283.38,335338,6493662,1503064885
2017-05-15,2290.65,2297.31,2280.6,251594,4648512,1506318520
2017-05-16,2295.33,2309,2283.84,368138,6542753,1509851051
2017-05-17,2293.08,2295.87,2283.01,394821,5709042,1508979342
2017-05-18,2286.82,2288.85,2267.08,378315,5914401,1504833396
2017-05-19,2288.48,2293.82,2282.13,421134,5928742,1505298600
2017-05-22,2304.03,2305.21,2292.95,340061,5827433,1515797523
2017-05-23,2311.74,2326.57,2303.15,341085,5626904,1497923583
2017-05-24,2317.34,2322.54,2312.93,409560,5671779,1501367989
2017-05-25,2342.93,2343.72,2321.26,369280,6263938,1516672032
2017-05-26,2355.3,2364.8,2341.61,312902,6152560,1524825782
2017-05-29,2352.97,2371.67,2344.25,316178,5628671,1523018713
2017-05-30,2343.68,2358.69,2332.16,508844,5623193,1516704036
2017-05-31,2347.38,2355.23,2338.25,555939,8244272,1519224319
2017-06-01,2344.61,2351.31,2335.63,336691,5389574,1517531128
2017-06-02,2371.72,2372.65,2353.45,399499,6157842,1535433298
2017-06-05,2368.62,2376.83,2363.61,326412,5196274,1533778730
2017-06-07,2360.14,2369.43,2356.71,376208,6272490,1528313192
2017-06-08,2363.57,2365.52,2347.62,417080,8406803,1530882224
2017-06-09,2381.69,2385.15,2367.81,520558,7227366,1542997368
2017-06-12,2357.87,2374.7,2353.35,327234,5782164,1527605656
2017-06-13,2374.7,2375.81,2358.92,322082,5665179,1538262978
2017-06-14,2372.64,2387.29,2366.92,392998,6795165,1537387890
2017-06-15,2361.65,2378.04,2350.37,334886,5882836,1530333177
2017-06-16,2361.83,2365.37,2355.29,329179,5965450,1530672371
2017-06-19,2370.9,2377.2,2356.84,290945,5421942,1536693704
2017-06-20,2369.23,2382.54,2365.45,360734,7143556,1536241745
2017-06-21,2357.53,2359.97,2346.19,360345,6466060,1528474847
2017-06-22,2370.37,2370.39,2354.1,299232,6829007,1536651532
2017-06-23,2378.6,2380.94,2369.17,256259,5863390,1541919022
2017-06-26,2388.66,2390.7,2377.88,325674,5213754,1548384049
2017-06-27,2391.95,2397.14,2383.47,358034,6473502,1550600184
2017-06-28,2382.56,2390.89,2380.75,361177,6018053,1543678169
2017-06-29,2395.66,2402.8,2393.57,445132,5519871,1552287490
2017-06-30,2391.79,2391.81,2381.4,343530,5100038,1549261008
2017-07-03,2394.48,2399.9,2384.55,310992,4782703,1551236137
2017-07-04,2380.52,2398.02,2376.41,411776,4899735,1541800096
2017-07-05,2388.35,2390.29,2375.63,333721,4786070,1546865701
2017-07-06,2387.81,2392.5,2380.82,301473,4804356,1546895514
2017-07-07,2379.87,2385.02,2372.83,314370,5489141,1540538453
2017-07-10,2382.1,2389.87,2378.04,296262,4924609,1549196906
2017-07-11,2396,2396.46,2382.69,284462,4942134,1558253116
2017-07-12,2391.77,2399.28,2390.45,268926,5352347,1555980342
2017-07-13,2409.49,2422.26,2402.92,289261,6169865,1568027438
2017-07-14,2414.63,2421.48,2411.34,258766,5288841,1571230354
2017-07-17,2425.1,2430.34,2419.91,254205,4928676,1578499325
2017-07-18,2426.04,2426.16,2419.17,260662,4801381,1578631568
2017-07-19,2429.94,2430.09,2419.64,270965,5100349,1581150486
2017-07-20,2441.84,2443.69,2427.95,251917,5452699,1589860931
2017-07-21,2450.06,2451.59,2437.84,250132,5207298,1592877224
2017-07-24,2451.53,2451.53,2443.65,233408,4637011,1593346329
2017-07-25,2439.9,2453.17,2437.14,275200,5406743,1585492893
2017-07-26,2434.51,2446.96,2429.62,336109,6474045,1581850204
2017-07-27,2443.24,2448.24,2435.49,426498,5397119,1587487990
2017-07-28,2400.99,2434.38,2399.06,318652,7019672,1559499858
2017-07-31,2402.71,2403.9,2388.39,277570,5646475,1560654852
2017-08-01,2422.96,2432.62,2394.27,264036,5605202,1573327445
2017-08-02,2427.63,2434.47,2424.18,261570,5346439,1574478572
2017-08-03,2386.85,2423.55,2374.11,303575,6500832,1547313042
2017-08-04,2395.45,2400.33,2383.45,273566,5084022,1552978143
2017-08-07,2398.75,2412.13,2395.74,244124,4428447,1555176613
2017-08-08,2394.73,2410.22,2383.94,252854,4623604,1553061230
2017-08-09,2368.39,2387.53,2366.33,234073,4693572,1535593315
2017-08-10,2359.47,2371.5,2339.06,283873,6293549,1529764543
2017-08-11,2319.71,2335.12,2310.2,318581,6322990,1503626801
2017-08-14,2334.22,2341.78,2327.8,214025,4657451,1515575561
2017-08-16,2348.26,2358.46,2343.72,270521,6169012,1525670168
2017-08-17,2361.67,2364.5,2346.74,255766,4696031,1534652870
2017-08-18,2358.37,2362.43,2340.19,201479,4395554,1532778210
2017-08-21,2355,2363.38,2351.96,207225,3860617,1530386008
2017-08-22,2365.33,2369.02,2359.97,251864,4036931,1536995836
2017-08-23,2366.4,2379.59,2360.71,228616,4072478,1538226997
2017-08-24,2375.84,2382.72,2368.29,295531,4743851,1543913764
2017-08-25,2378.51,2384.59,2372.67,341961,4664555,1544754034
2017-08-28,2370.3,2383.46,2366.23,226869,4035801,1538875605
2017-08-29,2364.74,2364.74,2332.85,223090,4427622,1535858093
2017-08-30,2372.29,2372.29,2363.43,305637,4652673,1540964342
2017-08-31,2363.19,2377.02,2355.29,265050,5351568,1535629495
2017-09-01,2357.69,2370.25,2351.37,280060,4811929,1532592218
2017-09-04,2329.65,2344.82,2316.89,248495,4422729,1514396696
2017-09-05,2326.62,2340.62,2319.94,320428,4951325,1512278525
2017-09-06,2319.82,2325.56,2314.31,252682,5336840,1508357064
2017-09-07,2346.19,2349.79,2328.92,277036,4697149,1525680811
2017-09-08,2343.72,2351.73,2340.63,214593,4588620,1524638755
2017-09-11,2359.08,2369.72,2354.35,243613,4928978,1535384685
2017-09-12,2365.47,2372.45,2359.12,333574,5000743,1539474472
2017-09-13,2360.18,2373.61,2360.17,318872,6032999,1536059857
2017-09-14,2377.66,2377.66,2358.43,314263,6750768,1546781590
2017-09-15,2386.07,2386.07,2365.37,298739,6430145,1552342857
2017-09-18,2418.21,2418.24,2389.65,273478,5218020,1573692545
2017-09-19,2416.05,2422.05,2411.68,254586,5357248,1572876462
2017-09-20,2412.2,2429.12,2405.78,303286,5630704,1570621056
2017-09-21,2406.5,2415.13,2401.89,335339,5730119,1567070760
2017-09-22,2388.71,2409.3,2381.81,333617,6124476,1555336612
2017-09-25,2380.4,2392.44,2374.69,339346,4855653,1550628202
2017-09-26,2374.32,2381.31,2365.34,319125,5853154,1545785411
2017-09-27,2372.57,2377.18,2368.92,202619,4598483,1544304910
2017-09-28,2373.14,2379.54,2365.67,194772,4712786,1544474429
2017-09-29,2394.47,2394.47,2378.66,184191,4667350,1558243982
2017-10-10,2433.81,2443.2,2421.1,221745,7507848,1583765606
2017-10-11,2458.16,2458.16,2439.81,201771,6086394,1600875567
2017-10-12,2474.76,2474.76,2459.48,256211,6281852,1610914160
2017-10-13,2473.62,2479.73,2468.14,234801,6823930,1610209162
2017-10-16,2480.05,2487.71,2470.24,224415,6175084,1613827897
2017-10-17,2484.37,2487.88,2478.76,199049,5322692,1616936986
2017-10-18,2482.91,2490.58,2475.67,244245,5826518,1616101959
2017-10-19,2473.06,2490.94,2468.67,236625,6891246,1608466684
2017-10-20,2489.54,2489.54,2476.88,313211,5648569,1619603667
2017-10-23,2490.05,2500.33,2485.48,274201,4759872,1620087219
2017-10-24,2490.49,2497.35,2487.17,232007,4624483,1620755283
2017-10-25,2492.5,2497.41,2481.48,599435,5088791,1621564444
2017-10-26,2480.63,2495.99,2480.63,646883,7143283,1613241151
2017-10-27,2496.63,2499.15,2479.67,511226,6342962,1624402401
2017-10-30,2501.93,2513.87,2497.42,342006,7020595,1626538442
2017-10-31,2523.43,2528.32,2498.05,313788,7694499,1642285252
2017-11-01,2556.47,2556.47,2535.83,361796,7567835,1664901461
2017-11-02,2546.36,2561.63,2542.02,527728,6255077,1658388201
2017-11-03,2557.97,2558.37,2539.72,292767,5515019,1663024032
2017-11-06,2549.41,2559.9,2529.94,221187,5433362,1657218530
2017-11-07,2545.44,2554.13,2540.67,253922,5665742,1654339823
2017-11-08,2552.4,2558.74,2533.73,277039,5716550,1658856803
2017-11-09,2550.57,2559.93,2536.54,293540,6931784,1657645911
2017-11-10,2542.95,2547.61,2534.6,291525,5517622,1652577270
2017-11-13,2530.35,2552.28,2527.2,266531,6175704,1644648379
2017-11-14,2526.64,2532.95,2520.99,287772,5999102,1640671062
2017-11-15,2518.25,2526.61,2511.76,398215,7283457,1634963776
2017-11-16,2534.79,2538.28,2514.51,302931,5633182,1645491389
2017-11-17,2533.99,2559.1,2533.99,362192,6649669,1644529849
2017-11-20,2527.67,2542.62,2523.52,404260,5868466,1640426169
2017-11-21,2530.7,2539.88,2525.96,484887,7019797,1642523340
2017-11-22,2540.51,2553.22,2535.19,485671,7600112,1649978496
2017-11-23,2537.15,2544.58,2532.45,391292,5174189,1647721422
2017-11-24,2544.33,2544.33,2533.98,297938,4477301,1652408594
2017-11-27,2507.81,2546.71,2506.69,284887,6257121,1627300681
2017-11-28,2514.19,2521.06,2500.93,348243,6518926,1631775248
2017-11-29,2512.9,2524.41,2508.66,301209,5277563,1630844154
2017-11-30,2476.37,2506.32,2474.28,339022,9397572,1607169301
2017-12-01,2475.41,2488.92,2472.75,288568,5740174,1606563651
2017-12-04,2501.67,2501.67,2476.29,323847,6056436,1622966082
2017-12-05,2510.12,2513.68,2487.15,395430,5926806,1627839540
2017-12-06,2474.37,2510.47,2474.29,507624,6651308,1605164242
2017-12-07,2461.98,2480.85,2452.4,404854,6307570,1598885756
2017-12-08,2464,2473.17,2459.02,406382,5484859,1602767069
2017-12-11,2471.49,2471.99,2457.98,240138,4613094,1607943365
2017-12-12,2461,2471.43,2455.39,281191,5292539,1601445482
2017-12-13,2480.55,2481.92,2457.7,254953,5121323,1613324381
2017-12-14,2469.48,2514.61,2469.48,317787,8276523,1606804196
2017-12-15,2482.07,2495.08,2475.99,340759,6047302,1614080829
2017-12-18,2481.88,2488.83,2477.29,324358,4477139,1614248576
2017-12-19,2478.53,2498.67,2470.49,308391,5239923,1612412731
2017-12-20,2472.37,2484.5,2470.62,236176,4748794,1607733542
2017-12-21,2429.83,2471.73,2429.83,247330,5351502,1579690639
2017-12-22,2440.54,2444.57,2426.94,230413,4801820,1587459773
2017-12-26,2427.34,2457.19,2427.34,224641,5641603,1578386110
2017-12-27,2436.67,2436.68,2411.48,194850,4845394,1584816761
2017-12-28,2467.49,2467.51,2437.26,220336,4274352,1605820912
2018-01-02,2479.65,2481.02,2465.94,262205,4786387,1613508197
2018-01-03,2486.35,2493.4,2481.91,331095,6019622,1617634318
2018-01-04,2466.46,2502.5,2466.45,333836,6896287,1604916140
2018-01-05,2497.52,2497.52,2475.51,308770,6317518,1624970533
2018-01-08,2513.28,2515.37,2494.18,311429,6404886,1634777681
2018-01-09,2510.23,2524.73,2498.41,374323,7345519,1632067011
2018-01-10,2499.75,2516.82,2493.98,444022,8577963,1624057752
2018-01-11,2487.91,2502.52,2483.82,444340,7789311,1616665408
2018-01-12,2496.42,2500.87,2482.15,438776,8772175,1621717049
2018-01-15,2503.73,2513.3,2496.18,404551,6118635,1626574288
2018-01-16,2521.74,2524.55,2498.55,341607,6913693,1639188170
2018-01-17,2515.43,2521.97,2506.49,336713,6325747,1634771859
2018-01-18,2515.81,2532.08,2512.69,333112,6447656,1635724489
2018-01-19,2520.26,2524.33,2513.09,351845,6263001,1637786603
2018-01-22,2502.11,2517.12,2488.44,342994,6385331,1626287541
2018-01-23,2536.6,2536.6,2507.96,370008,6838404,1648667380
2018-01-24,2538,2547.22,2531.31,371087,6764738,1649315305
2018-01-25,2562.23,2564.43,2536.73,514605,7867501,1665284071
2018-01-26,2574.76,2574.76,2553.53,400649,7673559,1673359184
2018-01-29,2598.19,2607.1,2587.55,437475,7908139,1688814426
2018-01-30,2567.74,2599.17,2567.07,397039,7877966,1668674846
2018-01-31,2566.46,2597.14,2553.01,403051,10842647,1668579804
2018-02-01,2568.54,2583.74,2564.59,595147,8053099,1670143715
2018-02-02,2525.39,2565.99,2519.6,481818,8260733,1641386346
2018-02-05,2491.75,2503.99,2476.24,442350,8096051,1620158999
2018-02-06,2453.31,2460.28,2409.38,582837,9566551,1595275242
2018-02-07,2396.56,2484.18,2396.56,460075,8369362,1558072991
2018-02-08,2407.62,2423.88,2393.46,362416,7275110,1563754336
2018-02-09,2363.77,2372.9,2346.73,489112,8524086,1567308139
2018-02-12,2385.38,2397.9,2367.31,352288,6631084,1581810884
2018-02-13,2395.19,2421.8,2388.54,423416,7333093,1589989718
2018-02-14,2421.83,2426.63,2408.02,305739,5970263,1607999333
2018-02-19,2442.82,2455.12,2428.15,322137,5843437,1621617424
2018-02-20,2415.12,2438.48,2411.23,421486,5146649,1603559124
2018-02-21,2429.65,2432.45,2404.02,432275,6074261,1612751528
2018-02-22,2414.28,2422.62,2405.23,349493,4982024,1602148941
2018-02-23,2451.52,2451.52,2427.13,300578,5387096,1626053757
2018-02-26,2457.65,2466.08,2447.86,321260,5606027,1630210236
2018-02-27,2456.14,2480.79,2456.14,271232,5674164,1629406360
2018-02-28,2427.36,2460.12,2426.21,367557,7168378,1611555217
2018-03-02,2402.16,2410.34,2387.25,320397,6077888,1593948106
2018-03-05,2375.06,2407.98,2374.8,312254,5785013,1575913633
2018-03-06,2411.41,2413.01,2392.87,400111,6598571,1600329703
2018-03-07,2401.82,2429.43,2395.24,412972,8956679,1594937954
2018-03-08,2433.08,2433.08,2407.59,394849,9053040,1614933614
2018-03-09,2459.45,2476.43,2436.03,437265,8573691,1633438701
2018-03-12,2484.12,2489.46,2474.91,391304,6570618,1649789283
2018-03-13,2494.49,2494.49,2478.76,350203,7828709,1657712133
2018-03-14,2486.08,2486.98,2474.77,360866,6379750,1652629050
2018-03-15,2492.38,2496.51,2471.04,344010,6065884,1656176341
2018-03-16,2493.97,2497.8,2476.88,377766,6566429,1656858023
2018-03-19,2475.03,2493.56,2470.91,477219,5994569,1644237393
2018-03-20,2485.52,2485.52,2456.8,291496,5384114,1650420084
2018-03-21,2484.97,2492.88,2483.78,399074,5925542,1650337890
2018-03-22,2496.02,2508.71,2485.34,482138,7178799,1658523132
2018-03-23,2416.76,2450.4,2412.62,457953,7931474,1606035961
2018-03-26,2437.08,2437.08,2399.44,306904,5928635,1620507612
2018-03-27,2452.06,2456.55,2444.92,332129,6305554,1631743152
2018-03-28,2419.29,2430.77,2409.47,501307,7761054,1610067602
2018-03-29,2436.37,2439.47,2413.71,333359,7256777,1621052950
2018-03-30,2445.85,2458.24,2445.72,395329,6434445,1627646951
2018-04-02,2444.16,2467.52,2440.89,390319,6841688,1626392940
2018-04-03,2442.43,2442.43,2416.44,497141,7950088,1625310856
2018-04-04,2408.06,2447.97,2405.91,551704,8092054,1602618532
2018-04-05,2437.52,2446.78,2420.92,591043,7566952,1622983873
2018-04-06,2429.58,2433.97,2417.24,454309,7301081,1617425107
2018-04-09,2444.08,2446.28,2424.15,334425,6607392,1626997763
2018-04-10,2450.74,2454.36,2419.55,356390,7520110,1631061462
2018-04-11,2444.22,2458.99,2441.2,355188,7468123,1626689363
2018-04-12,2442.71,2454.95,2441.58,441569,8152885,1626103067
2018-04-13,2455.07,2457.85,2442.35,395886,6923900,1636609096
2018-04-16,2457.49,2466.16,2449.97,347174,6220737,1638625626
2018-04-17,2453.77,2465.63,2449.08,394701,6360648,1636624621
2018-04-18,2479.98,2486.73,2467.55,647286,8204323,1655299464
2018-04-19,2486.1,2490.57,2476.51,727031,10118366,1660195914
2018-04-20,2476.33,2485.15,2472.37,531719,7841558,1653175539
2018-04-23,2474.11,2478.57,2466.57,701423,9372648,1651720966
2018-04-24,2464.14,2479.32,2454.44,524280,8300866,1644743511
2018-04-25,2448.81,2453.54,2436.51,466096,7527931,1634741766
2018-04-26,2475.64,2484.09,2456.2,520917,7921705,1653073967
2018-04-27,2492.4,2508.13,2484.19,464958,8299223,1664373651
2018-04-30,2515.38,2515.38,2500.22,746292,9460289,1680104341
2018-05-02,2505.61,2516.57,2501.71,807589,11712287,1673457322
2018-05-03,2487.25,2507.91,2487.25,614102,7866074,1661556510
2018-05-04,2461.38,2487.77,2461.38,612024,10816535,1645196661
2018-05-08,2449.81,2479.75,2444.08,714734,9630703,1638340178
2018-05-09,2443.98,2451.86,2428.79,593366,9069419,1633304236
2018-05-10,2464.16,2464.72,2448.01,490005,8870446,1646413173
2018-05-11,2477.71,2483.85,2468.41,599901,7588729,1655512771
2018-05-14,2476.11,2486.17,2471.91,650708,9563127,1654107231
2018-05-15,2458.54,2480.22,2456.2,712620,9446302,1641597149
2018-05-16,2459.82,2465.55,2444.67,691813,9817111,1642766226
2018-05-17,2448.45,2472.82,2448.43,596772,8190532,1634548231
2018-05-18,2460.65,2461.95,2452.34,431377,6463039,1643541494
2018-05-21,2465.57,2472.3,2447.69,588088,6298421,1646798799
2018-05-23,2471.91,2476.86,2460.07,752676,9262009,1651604786
2018-05-24,2466.01,2481.31,2457.84,638126,6766220,1647251127
2018-05-25,2460.8,2466.57,2444.77,653592,9078584,1645067822
2018-05-28,2478.96,2482.4,2463.14,708362,9841222,1656584844
2018-05-29,2457.25,2479.68,2457.18,571837,8532894,1641963442
2018-05-30,2409.03,2449.88,2399.58,575922,8999466,1609052659
2018-05-31,2423.01,2430.15,2415.5,816930,13252142,1619387832
